Sno,Movie Name,Director1,Director2,Director3,Duration,Year,Ratings,Metascore
693,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
694,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
695,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
696,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
697,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
698,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
699,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
700,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
701,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
702,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
703,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
704,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
705,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
706,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
707,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
708,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
709,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
710,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
711,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
712,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
713,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
714,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
715,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
716,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
717,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
718,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
719,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
720,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
721,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
722,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
723,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
724,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
725,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
726,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
727,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
728,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
729,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
730,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
731,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
732,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
733,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
734,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
735,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
736,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
737,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
738,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
739,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
740,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
741,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
742,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
743,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
744,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
745,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
746,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
747,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
748,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
749,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
750,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
751,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
752,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
753,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
754,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
755,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
756,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
757,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
758,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
759,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
760,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
761,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
762,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
763,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
764,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
765,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
766,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
767,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
768,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
769,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
770,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
771,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
772,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
773,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
774,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
775,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
776,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
777,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
778,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
779,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
780,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
781,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
782,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
783,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
784,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
785,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
786,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
787,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
788,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
789,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
790,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
791,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
792,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
793,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
794,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
795,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
796,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
797,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
798,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
799,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
800,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
801,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
802,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
803,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
804,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
805,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
806,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
807,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
808,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
809,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
810,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
811,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
812,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
813,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
814,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
815,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
816,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
817,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
818,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
819,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
820,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
821,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
822,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
823,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
824,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
825,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
826,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
827,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
828,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
829,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
830,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
831,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
832,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
833,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
834,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
835,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
836,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
837,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
838,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
839,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
840,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
841,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
842,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
843,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
844,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
845,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
846,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
847,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
848,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
849,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
850,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
851,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
852,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
853,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
854,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
855,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
856,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
857,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
858,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
859,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
860,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
861,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
862,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
863,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
864,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
865,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
866,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
867,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
868,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
869,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
870,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
871,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
872,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
873,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
874,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
875,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
876,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
877,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
878,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
879,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
880,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
881,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
882,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
883,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
884,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
885,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
886,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
887,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
888,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
889,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
890,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
891,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
892,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
893,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
894,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
895,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
896,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
897,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
898,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
899,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
900,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
901,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
902,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
903,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
904,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
905,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
906,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
907,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
908,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
909,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
910,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
911,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
912,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
913,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
914,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
915,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
916,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
917,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
918,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
919,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
920,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
921,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
922,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
923,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
924,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
925,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
926,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
927,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
928,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
929,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
930,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
931,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
932,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
933,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
934,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
935,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
936,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
937,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
938,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
939,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
940,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
941,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
942,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
943,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
944,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
945,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
946,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
947,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
948,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
949,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
950,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
951,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
952,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
953,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
954,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
955,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
956,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
957,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
958,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
959,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
960,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
961,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
962,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
963,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
964,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
965,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
966,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
967,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
968,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
969,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
970,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
971,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
972,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
973,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
974,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
975,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
976,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
977,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
978,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
979,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
980,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
981,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
982,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
983,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
984,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
985,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
986,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
987,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
988,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
989,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
990,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
991,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
992,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
993,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
994,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
995,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
996,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
997,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
998,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
999,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1000,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
1001,The Dark Knight,Christopher Nolan,-,-,152 min,2008,9.0,84        
1002,The Lord of the Rings: The Return of the King,Peter Jackson,-,-,201 min,2003,9.0,94        
1003,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Kemp Powers,Justin K. Thompson,140 min,2023,8.9,86        
1004,Inception,Christopher Nolan,-,-,148 min,2010,8.8,74        
1005,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,-,-,178 min,2001,8.8,92        
1006,The Lord of the Rings: The Two Towers,Peter Jackson,-,-,179 min,2002,8.8,87        
1007,The Matrix,Lana Wachowski,Lilly Wachowski,-,136 min,1999,8.7,73        
1008,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,-,-,124 min,1980,8.7,82        
1009,Soorarai Pottru,Sudha Kongara,-,-,153 min,2020,8.7,-
1010,Terminator 2: Judgment Day,James Cameron,-,-,137 min,1991,8.6,75        
1011,Star Wars: Episode IV - A New Hope,George Lucas,-,-,121 min,1977,8.6,90        
1012,Seven Samurai,Akira Kurosawa,-,-,207 min,1954,8.6,98        
1013,Harakiri,Masaki Kobayashi,-,-,133 min,1962,8.6,85        
1014,Sita Ramam,Hanu Raghavapudi,-,-,163 min,2022,8.6,-
1015,Gladiator,Ridley Scott,-,-,155 min,2000,8.5,67        
1016,Léon: The Professional,Luc Besson,-,-,110 min,1994,8.5,64        
1017,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1018,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1019,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1020,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1021,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1022,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1023,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1024,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1025,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1026,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1027,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1028,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1029,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1030,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1031,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1032,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1033,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1034,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1035,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1036,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1037,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1038,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
